GID,GEOM_O,IDENT,ADRESSE,CAMPGPS,CODEPOST,NATURE,IDMOUVT,IDSAE,LIGNEDES,LONGARR,DATECREA,DATEDEPL,DATEGEAR,DATEGEMO,DATEGEVO,MOBILIE1,MOBILIE2,MOBILIE3,MOBILIE4,NOMARRET,REFMOB1,REFMOB2,REFMOB3,REFMOB4,VILLE,ARSCOL,PRESCORB,CONFORT,NIVACPMR,PHOTO,ARTRAN,NIVSERV,RESEAU,CDATE,MDATE
3005,360,6521,avenue Laroque,20080801000000,33300,Terminus Bus,4,,,,20110829000000,20080325000000,20110829000000,20080325000000,20080325000000,Abribus V1,,,,Les Aubiers,7-318,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171908
3007,360,712,face au 27 rue Jules Guesde,20131011000000,33270,Sur chaussée norme access,6,,28,,20010101000000,20120615000000,20120615000000,20130513000000,20120615000000,Abribus V1,,,,Nougueys,14-64,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175136
3008,360,2292,117 rue Jules Guesde,20131011000000,33270,Sur chaussée norme access,6,,28,,20010101000000,20120615000000,20120615000000,20151109000000,20120615000000,Poteau,,,,République,,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175136
3011,360,6653,avenue de la Boétie,20121025000000,33160,Sur chaussée classique,4,,Corol 37/Spécifique 79,,20120903000000,20120903000000,20120903000000,20120903000000,20120903000000,Poteau,,,,Hilsz,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175136
3015,360,6682,avenue de la Grange Noire (devant Point P),20121030000000,33700,Hors chaussée intégral,8,,Flexo 48 Résa,,20010101000000,20010101000000,20120903000000,20010101000000,20010101000000,Abribus V1,,,,Gestform,18.32,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171908
3018,360,6811,avenue d'Arès (devant la place du Docteur Roger Bahuet),,33700,Hors chaussée norme acces,14,,,,20121205000000,20121205000000,20121205000000,20121205000000,20121205000000,Non matérialisé,,,,Arrêt de Service,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171912
3020,360,1192,rue Charles Chaigneau,20131010000000,33100,Sur chaussée norme access,8,,91/92/Citéis 45 DPC/Corol 32/Flexo 50/Lianes 7,,20010101000000,20130318000000,20040703000000,20130318000000,20130318000000,Poteau,,,,André Ricard,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3021,360,1144,rue Charles Chaigneau,20131014000000,33100,Sur chaussée norme access,8,,91/92/Citéis 45 DPC/Corol 32/Flexo 50/Lianes 7,,20010101000000,20130318000000,20000201000000,20130315000000,20130318000000,Abribus V1- Ev2,,,,Chantiers de la Garonne,7-20,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3023,360,1146,40 quai de Brazza,20051021000000,33100,Sur chaussée classique,4,,91/92/Citéis 45/Flexo 50,,20010101000000,20010727000000,20010727000000,20051012000000,,Abribus V1 non éclairé,,,,Grands Moulins,7.37,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3029,360,6853,avenue des Griffons,20131010000000,33530,Terminus Bus,6,,Citéis 45 DPC,,20130401000000,20130401000000,20130401000000,20130401000000,20130401000000,Abribus V1,,,,La Gardette (Bassens - Carbon Blanc),,,,,BASSENS,,,,,,,,BUS,20170830151000,20170830175136
3802,360,1052,2 avenue du Périgord,19970718000000,33370,Sur chaussée classique,6,,64/Flexo 51 Résa/Flexo 68,,20010101000000,,20000426000000,20170201000000,,Abribus V1,,,,Le Poteau,,,,,ARTIGUES-PRES-BORDEAUX,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180700
3804,360,8072,rue de Capeyron (place des Tridons),,33200,Sur chaussée classique,14,,Citéis 41,,20170711000000,20170711000000,20170711000000,20170711000000,20170711000000,Poteau mobile,,,,Tridons,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3806,360,3465,face au 146 avenue René Cassagne,20050920000000,33150,Sur chaussée classique,6,,27/Corol 32/Flexo 51,,20010101000000,20010206000000,20040703000000,20050623000000,20010206000000,Abribus V1 éclairé,,,,Cassagne,12.13,,,,CENON,,,,,,,,BUS,20170830151000,20170830175140
3810,360,1370,quai de la Souys,20100805000000,33270,Sur chaussée norme access,6,,62/Flexo 38/Lianes 10/Résago Bouliac,,20010101000000,20100222000000,20000128000000,20090831000000,20100222000000,Abribus V1,,,,La Jacquotte,14-60,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175140
3819,360,7590,rue Saint Exupéry,,33810,Sur chaussée classique,8,,,,20150831000000,20150831000000,20150831000000,20150831000000,20150831000000,Non matérialisé,,,,St Exupéry,,,,,AMBES,,,,,,,,,20170830151000,20170830171928
3820,360,7594,face au 20 avenue Jean Moulin,,33810,Sur chaussée classique,8,,91 Résa/92/93/Flexo 50 Résa,,20150831000000,20150831000000,20150831000000,20161121000000,20150831000000,Abribus V1,,,,Jean Moulin,,,,,AMBES,,,,,,,,BUS,20170830151000,20170830175140
3821,360,2952,face 225 avenue du Taillan Medoc,20050928000000,33320,Hors chaussée intégral,8,,Citéis 72,,20010101000000,,20170123000000,,,Poteau,,,,Sirtema,,,,,EYSINES,,,,,,,,BUS,20170830151000,20170830175140
3824,360,7982,cours de la Somme,,33800,Sur chaussée norme access,14,,20/58/Lianes 5 Sud/Lianes 9,,,,20010101000000,,20010101000000,,,,,Nansouty,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3825,360,5703,rue du Commandant Lherminier,20100720000000,33600,Hors chaussée intégral,8,,Citéis 44,,20100222000000,20100222000000,20100222000000,20170125000000,20100222000000,Poteau,Abribus simple CDA,,,Candau,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175140
3826,360,5950,rue du 19 Mars 1962,20100726000000,33320,Sur chaussée classique,8,,Citéis 72,,20100222000000,20100222000000,20170123000000,20100222000000,20100222000000,Poteau,,,,Bois Gramond,,,,,EYSINES,,,,,,,,BUS,20170830151000,20170830175140
3828,360,7281,rue Elie Faure,,33310,Sur chaussée classique,8,,Spécifique 94/Spécifique 96,,20141103000000,20141103000000,20141103000000,20150529000000,20141103000000,Poteau,,,,Iris,,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175140
3830,360,7549,boulevard de Feydeau,,33370,Sur chaussée classique,6,,27/Flexo 51 Résa,,20150831000000,20150831000000,20150831000000,20151119000000,20150831000000,Poteau,,,,Les Naturelles,,,,,ARTIGUES-PRES-BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3832,360,2201,34 rue Victor Hugo,19970822000000,33440,Sur chaussée classique,8,,92/93/Flexo 49 Résa/Flexo 50 Résa,,20010101000000,,20001020000000,20170116000000,,Non matérialisé,,,,Templiers,,,,,AMBARES-ET-LAGRAVE,,,,,,,,BUS,20170830151000,20170830175140
3836,360,2552,rue Henri de Sourdis,20141014000000,33310,Sur chaussée classique,6,,Citéis 40,,20010101000000,20060227000000,20000201000000,20131127000000,,Poteau,,,,Sourdis,,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175140
3839,360,2740,226 rue de Pessac,20111012000000,33000,Sur chaussée classique,14,,Lianes 11/Lianes 4,,20010101000000,20080625000000,19990730000000,20170131000000,,Poteau mobile,,,,Barrière de Pessac,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3840,360,1374,face au 255 cours du général de Gaulle,20060721000000,33170,Sur chaussée classique,6,,,,20010101000000,20051215000000,19990810000000,20051215000000,20051215000000,Abribus V1 éclairé,,,,Prieuré de Cayac,15.21,,,,GRADIGNAN,,,,,,,,,20170830151000,20170830171648
3841,360,481,156 cours du Général de Gaulle,19970707000000,33170,Sur chaussée classique,6,,,,20010101000000,,19990810000000,,,Poteau,,,,Prof. Bernard,,,,,GRADIGNAN,,,,,,,,,20170830151000,20170830171828
3843,360,1276,104 quai des Queyries,19970725000000,33100,Hors chaussée intégral,4,,91/92/Citéis 45/Flexo 50,,20010101000000,,20000201000000,,,Poteau,,,,Maréchal Niel,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3844,360,4137,face au 35 route de Léognan,20040927000000,33170,Sur chaussée classique,8,,Corol 36/Lianes 10/Spécifique 86,,20010101000000,20040703000000,20070705000000,20040703000000,20040703000000,Poteau,,,,Parc de Mandavit,,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175140
3850,360,41,face au 274 avenue du Taillan Medoc,19970728000000,33320,Sur chaussée classique,14,,,,20010101000000,,19990902000000,,,Poteau,,,,Les Cares,,,,,EYSINES,,,,,,,,,20170830151000,20170830171820
3854,360,2928,42 route du Medoc,20050929000000,33110,Sur chaussée classique,4,,,,20010101000000,20040119000000,19990902000000,20050817000000,20040119000000,Abribus V1 non éclairé,,,,Ste Germaine,9.03,,,,LE BOUSCAT,,,,,,,,,20170830151000,20170830171740
3855,360,369,60 avenue Leon Blum,19970729000000,33110,Sur chaussée classique,4,,Citéis 46/Lianes 6,,20010101000000,,19990902000000,,,Poteau,,,,Léon Blum,,,,,LE BOUSCAT,,,,,,,,BUS,20170830151000,20170830175140
3856,360,76,151 quai de la Souys,20050920000000,33270,Sur chaussée classique,6,,62/Flexo 38/Résago Bouliac,,20010101000000,,20000128000000,20050707000000,,Abribus V1 éclairé,,,,La Jacquotte,14.06,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175140
3862,360,385,57 avenue Leon Blum,19970729000000,33110,Sur chaussée classique,4,,Citéis 46/Lianes 6,,20010101000000,,19990902000000,,,Poteau,,,,Léon Blum,,,,,LE BOUSCAT,,,,,,,,BUS,20170830151000,20170830175140
3864,360,3167,face au 93 rue Stehelin,20051007000000,33200,Sur chaussée classique,4,,Citéis 41/Lianes 2,,20010101000000,,19990907000000,20051005000000,,Abribus V1 non éclairé,,,,Carton,7.156,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3867,360,1093,300 avenue du 11 Novembre,20141020000000,33290,Sur chaussée norme access,8,,22/Flexo 57,,20010101000000,20140616000000,20100830000000,20140616000000,20140616000000,Abribus V1- Ev2,,,,Anita Conti,6-2057,,,,BLANQUEFORT,,,,,,,,BUS,20170830151000,20170830175140
3869,360,1919,avenue Jean-Jaurès (devant l'espace vert),20050929000000,33320,Sur chaussée classique,4,,,,20010101000000,,19990830000000,20050829000000,,Abribus V1 éclairé,,,,Treytins,13.19,,,,EYSINES,SCOLAIRE,,,,,,,,20170830151000,20170830180652
3870,360,5636,22/24 avenue du 8 Mai 1945,20100727000000,33110,Sur chaussée classique,4,,Corol 33,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,8 Mai 1945,,,,,LE BOUSCAT,,,,,,,,BUS,20170830151000,20170830175140
3399,360,1909,rue de la déportation 1942-1945 (CD 10),19970819000000,33810,Sur chaussée classique,8,,93,,20010101000000,,20001020000000,,,Non matérialisé,,,,Le Fourat,,,,,AMBES,,,,,,,,BUS,20170830151000,20170830175136
3401,360,2604,52 rue des Quatre Castéra,20060719000000,33130,Sur chaussée classique,6,,,,20150316000000,20060207000000,19990705000000,20060207000000,,Abribus V2 non éclairé,,,,Cimetière de Bègles,5.34,,,,BEGLES,,,,,,,,,20170830151000,20170830171728
3402,360,5101,face au 6 rue des Quatre Castéra,20060719000000,33130,Sur chaussée classique,8,,,,20060213000000,20060213000000,20110709000000,20140901000000,20060213000000,Non matérialisé,,,,Eglise de Bègles,,,,,BEGLES,,,,,,,,,20170830151000,20170830171828
3407,360,2235,face au 88 avenue Jean Jaurès,20050921000000,33270,Sur chaussée classique,6,,Lianes 10,,20010101000000,,20000128000000,20050613000000,,Abribus V1 éclairé,,,,Jean Jaurès,14.11,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175136
3033,360,5960,face au 35 rue des Frères Portmann,20131014000000,33300,Sur chaussée classique,8,,Citéis 46,,20100222000000,20100222000000,20100222000000,20130318000000,20100222000000,Poteau,,,,Trinité,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3037,360,298,45 avenue Arago,19970708000000,33600,Sur chaussée classique,6,,,,20010101000000,,19990730000000,20141103000000,,Non matérialisé,,,,Bouchon,,,,,PESSAC,,,,,,,,,20170830151000,20170830171744
3039,360,6913,avenue Marcel Dassault (carrefour av. de Bellevue),20141016000000,33700,,6,,Lianes 11/Spécifique 82/Spécifique 88,,,,20130701000000,20131030000000,,Poteau,,,,Bellevue,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
3042,360,6923,40 avenue du Colonel Pierre Bourgoin,20141016000000,33127,Hors chaussée intégral,6,,Lianes 11/Spécifique 82/Spécifique 88,,,20130701000000,20130701000000,20131102000000,20010101000000,Poteau,,,,Colonel Bourgoin,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3046,360,6942,face au 154 avenue de Saint Emilion,20131008000000,33127,Sur chaussée classique,6,,Lianes 11/Spécifique 82,,,,20130701000000,20130807000000,20010101000000,Poteau,Abribus simple VEDIAUD,,,Les Pins,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3048,360,6934,2bis avenue des Sapinettes,20141016000000,33127,Sur chaussée classique,6,,Lianes 11/Spécifique 82,,,,20130701000000,20131010000000,20010101000000,Poteau,,,,Sapinettes,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3050,360,6928,17 avenue des Martyrs de la Résistance,20131008000000,33127,Hors chaussée intégral,6,,Lianes 11/Spécifique 82,,,,20130701000000,20130905000000,20010101000000,Poteau,Abribus simple VEDIAUD,,,Martyrs,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3053,360,6916,198 avenue Marcel Dassault (devant la SCREG),20131007000000,33700,Hors chaussée intégral,6,,Lianes 11/Spécifique 82/Spécifique 88,,,,20130701000000,20131030000000,20010101000000,Poteau,,,,Hestigeac,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
3056,360,7016,face au 33 rue de la Morandière,20131008000000,33185,Sur chaussée classique,8,,30,,20130902000000,20130902000000,20170902000000,20130902000000,20130902000000,Poteau,,,,Les Aulnes,,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175136
3059,360,4015,"35 bis, avenue Voltaire",20131008000000,33160,Sur chaussée classique,8,,71/Flexo 55 Résa,,20010101000000,20040703000000,20040703000000,20130902000000,20040703000000,Poteau,,,,Glaena,,,,,SAINT-MEDARD-EN-JALLES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180716
3061,360,4017,11/13 avenue Voltaire,20131008000000,33160,Sur chaussée classique,8,,71/Flexo 55 Résa,,20010101000000,20040703000000,20040703000000,20130902000000,20040703000000,Poteau,,,,Jossomme,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175136
3062,360,7013,rue de la Morandière,20131008000000,33185,Sur chaussée classique,8,,30/Flexo 48 Résa,,20130902000000,20130902000000,20130902000000,20130902000000,20130902000000,Poteau,,,,La Morandière,,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175136
3064,360,6984,8 rue Gambetta (devant la Maison de Quartier),20141020000000,33200,Sur chaussée classique,4,,Corol 33,,20130902000000,20130902000000,20130902000000,20140219000000,20130902000000,Poteau,,,,Place Ozanam,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3068,360,1007,face au 103 avenue du Bourgailh,19970709000000,33600,Sur chaussée classique,14,,Citéis 42/Corol 36/Flexo 48,,20010101000000,,20000915000000,,,Poteau,,,,Boncour,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175136
3072,360,3608,154/160 rue de la Benauge,20041013000000,33100,Sur chaussée norme access,6,,80/Citéis 45/Lianes 10,,20010101000000,20031221000000,20031221000000,20141211000000,20140701000000,Poteau,,,,La Tresne,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3074,360,168,237/241 rue de la Benauge,20141022000000,33100,Sur chaussée norme access,6,,80/Lianes 10,,20010101000000,20140701000000,19990715000000,20140701000000,20140701000000,Poteau,,,,Boulevard Trarieux,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3076,360,7153,22 route de Germignan,20141017000000,33160,Sur chaussée norme access,4,,Corol 37/Flexo 55 Résa/Lianes 3,,20140707000000,20140707000000,20140707000000,20140707000000,20140707000000,Poteau,,,,Châtaigniers,,,,,SAINT-AUBIN-DE-MEDOC,,,,,,,,BUS,20170830151000,20170830175136
3078,360,3828,route de Germignan,20141017000000,33160,Sur chaussée norme access,4,,Corol 37/Flexo 55 Résa/Lianes 3,,20010101000000,20140707000000,20040703000000,20140707000000,20140707000000,Abribus V1- Ev2,,,,Van Gogh,21-11,,,,SAINT-AUBIN-DE-MEDOC,,,,,,,,BUS,20170830151000,20170830175136
3079,360,7231,rue des Lilas,20141016000000,33127,Sur chaussée classique,8,,Spécifique 88,,20140902000000,20140902000000,20140902000000,20140902000000,20140902000000,Poteau,,,,Chalets du Soleil,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3082,360,7222,face au 94 avenue des Martyrs de la Résistance,20141016000000,33127,Sur chaussée classique,8,,Spécifique 88,,20140902000000,20140902000000,20140902000000,20140902000000,20010101000000,Poteau,,,,Cerisiers,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3083,360,7228,2 avenue des Erables,20141016000000,33127,Sur chaussée classique,8,,Spécifique 88,,20140902000000,20140902000000,20140902000000,20140902000000,20140902000000,Poteau,,,,La Chênaie,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3085,360,7232,3 avenue de Moulis,20141016000000,33127,Sur chaussée classique,8,,Spécifique 88,,20140902000000,20140902000000,20140902000000,20150603000000,20140902000000,Poteau,,,,Margaux,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3087,360,7240,20/22 avenue Pierre et Marcelle Girard,20141016000000,33127,Sur chaussée classique,8,,Spécifique 82,,20140902000000,20140902000000,20140902000000,20140902000000,20140902000000,Poteau,,,,Girard,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3088,360,7243,112 avenue de Saint-Emilion,20141016000000,33127,Sur chaussée classique,8,,Spécifique 82,,20140902000000,20140902000000,20140902000000,20140902000000,20140902000000,Poteau,,,,St Jacques,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175136
3093,360,5961,place de l'Europe,20131014000000,33300,Sur chaussée classique,8,,Citéis 46,,20100222000000,20100222000000,20100222000000,20130318000000,20100222000000,Poteau,,,,Place de l'Europe,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3094,360,7263,96 rue du Petit Cardinal,,33100,Sur chaussée classique,6,,,,20130910000000,20130910000000,20130910000000,20130912000000,20130910000000,Poteau mobile,,,,Petit Cardinal,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171920
3095,360,130,route de Carbon Blanc,20080731000000,33310,Sur chaussée classique,8,,Corol 32/Lianes 7 DPC,,20010101000000,19990317000000,20040703000000,20071220000000,,Poteau,,,,Maison de Convalescence,,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175136
3096,360,511,1160 avenue de Toulouse,20131011000000,33140,Sur chaussée classique,8,,,,20010101000000,20130603000000,20100222000000,,20130603000000,Poteau,,,,Avenue de Léognan,,,,,CADAUJAC,,,,,,,,,20170830151000,20170830171828
3097,360,1670,chemin de la Mauguette,20141015000000,33170,Sur chaussée norme access,8,,Corol 36,,20010101000000,,19990810000000,20060920000000,20140703000000,Abribus V1 éclairé,,,,Hameau de la Reine,15.27,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175136
3099,360,1158,50 rue de la Béchade,20100722000000,33000,Voie protégée,14,,24/Citéis 41/Lianes 8,,20100222000000,20011030000000,19990823000000,20100525000000,20100222000000,Poteau,,,,Privat,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3577,360,7728,175/179 rue David Johnston,,33000,Sur chaussée norme access,14,,29/Lianes 5 Nord/Lianes 6,,20160816000000,20160816000000,20160816000000,20160816000000,20160816000000,Poteau,,,,Barrière du Médoc,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3581,360,7851,chemin de Leysotte,,33400,Sur chaussée classique,14,,87,,,20010101000000,20010101000000,20010101000000,20010101000000,Abribus V1,,,,Pacaris,26-2075,,,,TALENCE,,,,,,,,BUS,20170830151000,20170830175140
3583,360,7712,avenue Jean Jaurès/ rue Léopold Laplante,,33520,Quai Tramway,11,,C,,20161217000000,20161217000000,20161217000000,,20161217000000,,,,,LA VACHE,,,,,BRUGES,,,,,,,,TRAM,20170830151000,20170830175140
3584,360,7717,rue du Dehez,,33290,Quai Tramway,11,,C,,20161217000000,20161217000000,20161217000000,,20161217000000,,,,,FRANKTON,,,,,BLANQUEFORT,,,,,,,,TRAM,20170830151000,20170830175140
3587,360,7873,,,33520,Terminus Bus norme access,4,,Lianes 6,,20161219000000,20161219000000,20161219000000,,20161219000000,,,,,Gare de Bruges,,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175140
3592,360,7934,39 rue André Blanc,,33320,Sur chaussée classique,8,,Citéis 72/Corol 35/Lianes 2,,20170123000000,20170123000000,20170123000000,20170119000000,20170123000000,Poteau mobile,,,,19 Mars 1962,,,,,EYSINES,,,,,,,,BUS,20170830151000,20170830175140
